plot_ID,species,cover_percent,life_form,growth_form,height_cm,length_cm,width_cm,spinescence,n_spines,hairs,leaf_size,bulk_density,cageyness,woody_diameter,woody_n_stems,reproductive_height,specimen_notes,reserve,site_ID,time,date,weather,megafauna_presence,topographic_position,bare_ground,rock_cover,tsq_x_shrub,tsq_t_shrub,tsq_x_tree,tsq_t_tree,camera_ID,notes,identification,species_per_reserve,species_per_plot,species_per_site,growth_forms_per_site,growth_forms_per_plot
MA_S02_P02,Gymnosporia buxifolia,20,Shrub,mss (Shrub multi-stemmed),42,54,45,<5cm; on stems and branches,9,absent,Micro,extremely thick,Cagey,0.3,20,,"",Marakele,MA_S02,15:32,24/03/2024,"Sunny, some clouds",No obvious signs,Flat,50,0,30,60,1000,1400,"","",species_level,97,11,40,12,6
SW_S02_P04,Hairy leaf margin,1,Forb,sf (Straight forb),9,2.5,2,Absent,,leaves,Micro,low,Not cagey,,"",,"",Swebeswebe,SW_S02,10:00,20/03/2024,Sunny,Small antelope droppings nearby,Flat,50,0,50,62,230,43,"",Sloped and rocky surrounding plot,no,91,15,36,9,8
SU_S01_P05,Hairy underleaf,1,Forb,rf (Round forb),4,3,2,Absent,,both,Micro,high,Not cagey,,"",,"",Summerplace,SU_S01,17:47,01/03/2024,Sunset,Droppings nearby,Flat,60,0,100,30,470,480,"","",no,132,19,68,12,6
JE_S03_P05,Harpagophytum zeyheri,1,Forb,cf (Creeping forb),5,30,20,Absent,,Absent,Macro,low,Not cagey,,"",,"",Jembisa,JE_S03,16:30,22/02/2024,"Sunny, some clouds",Zebra dung,Flat,40,20,230,510,540,780,ECO_08,"",species_level,102,14,42,9,5
WI_S03_P05,Harpagophytum zeyheri,2,Forb,cf (Creeping forb),14,72,56,Absent,,absent,Macro,medium,Not cagey,,"",,"",Willowisp,WI_S03,10:11,25/02/2024,Sunny,No obvious signs,Flat,15,0,220,80,230,510,"","",species_level,108,12,35,12,7
SY_S01_P04,Helichrysum kraussii,10,Forb,rf (Round forb),10.5,123,120,Absent,,absent,Macro,high,Cagey,,"",94,"",Syringa Sands,SY_S01,16:17,27/02/2024,Cloudy,Droppings,Flat,20,0,60,60,170,50,"","",species_level,122,15,44,11,8
SY_S05_P05,Helichrysum kraussii,10,Forb,rf (Round forb),73,102,72,Absent,,absent,Macro,low,Not cagey,,"",,"",Syringa Sands,SY_S05,9:33,29/02/2024,Overcast,Large antelope droppings,Slightly sloped,15,10,76,60,1500,1050,"","",species_level,122,12,42,8,4
MA_S01_P02,Hermania quartiniana,1,Forb,rf (Round forb),12,6,5.5,Absent,,both,Macro,medium,Not cagey,,"",27,"",Marakele,MA_S01,11:04,24/03/2024,Sunny,No obvious signs,Flat,50,0,74,110,290,230,"","",species_level,97,15,44,10,7
MA_S01_P03,Hermania quartiniana,1,Forb,sf (Straight forb),9,6,6,Absent,,stems,Macro,low,Not cagey,,"",,"",Marakele,MA_S01,12:04,24/03/2024,"Sunny, windy ",No obvious signs,Flat,25,0,99,90,370,380,ECO_46,"",species_level,97,18,44,10,8
MA_S01_P05,Hermania quartiniana,1,Forb,cf (Creeping forb),21,34,14,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S01,13:37,24/03/2024,"Hot, sunny",No obvious signs,Flat,40,0,50,130,280,370,"","",species_level,97,20,44,10,8
SY_S03_P03,Hermannia boraginiflora,1,Forb,sf (Straight forb),21.5,12,6,Absent,,both,Macro,medium,Not cagey,,"",,"",Syringa Sands,SY_S03,14:20,28/02/2024,"Sunny, some clouds",Some droppings,Flat,20,20,77,98,40,36,"",25% moss cover,species_level,122,16,44,12,9
SW_S01_P02,Hermannia boraginiflora,1,Forb,rf (Round forb),38.5,62,29,Absent,,absent,Micro,low,Not cagey,,"",38.5,"",Swebeswebe,SW_S01,16:19,18/03/2024,"Hot, sunny",Small antelope droppings,Flat,85,0,487,153,520,550,"",Very gravelly soil,species_level,91,12,30,8,5
SW_S02_P01,Hermannia boraginiflora,1,Forb,sf (Straight forb),26,9,6,Absent,,both,Macro,low,Not cagey,,"",26,"",Swebeswebe,SW_S02,7:42,20/03/2024,Sunny,"Browsing damage, small antelope droppings",Flat,40,15,324,90,370,356,"",Sloped and rocky surrounding plot,species_level,91,9,36,9,5
SW_S04_P02,Hermannia boraginiflora,1,Forb,sf (Straight forb),10,6,4,Absent,,absent,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S04,7:27,21/03/2024,Overcast,Wildlife path nearby,Flat,40,2,581,80,80,216,"","",species_level,91,13,32,12,7
SY_S02_P01,Hermannia burkei,2,Forb,mf (Messy forb),22,62,30,Absent,,absent,Macro,medium,Not cagey,,"",,"",Syringa Sands,SY_S02,7:22,28/02/2024,"Overcast, cold",Lots of small antelope droppings,Flat,20,10,70,135,1230,1640,"","",species_level,122,19,51,13,7
WI_S05_P03,Hermannia grisea,2,Forb,mf (Messy forb),25,79,48,Absent,,both,Macro,low,Not cagey,,"",22,"",Willowisp,WI_S05,16:27,25/02/2024,Sunny,No obvious signs,Flat,5,30,222,463,64,145,"",40 % shaded by Hexalobus monopetalus,species_level,108,11,36,13,8
MA_S02_P03,Hermannia quartiniana,1,Forb,cf (Creeping forb),17,26,15,Absent,,both,Thick linear,low,Not cagey,,"",,"",Marakele,MA_S02,16:12,24/03/2024,Sunny,No obvious signs,Flat,5,0,130,310,910,300,ECO_47,"",species_level,97,12,40,12,6
MA_S02_P05,Hermannia quartiniana,1,Forb,cf (Creeping forb),12,45,42,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S02,17:17,24/03/2024,Sunny,No obvious signs,Flat,10,0,340,250,760,140,"","",species_level,97,15,40,12,5
MA_S04_P05,Hermannia quartiniana,1,Forb,mf (Messy forb),14,40,18,Absent,,absent,Macro,low,Not cagey,,"",,"",Marakele,MA_S04,14:40,25/03/2024,"Hot, sunny, some clouds",No obvious signs,Flat,30,0,96,110,600,970,"","",species_level,97,15,37,11,7
SY_S04_P04,Hermannia stellulata,1,Forb,cf (Creeping forb),19,55,29,Absent,,stems,Macro,medium,Not cagey,,"",10,"",Syringa Sands,SY_S04,10:47,29/02/2024,Overcast,"","",10,0,100,257,785,890,"","",species_level,122,14,42,12,7
SU_S01_P01,Hermannia stellulata,2,Forb,cf (Creeping forb),10,92,19,Absent,,both,Macro,low,Not cagey,,"",7.5,"",Summerplace,SU_S01,13:49,01/03/2024,Sunny,Droppings in plot,Flat,10,0,110,80,230,210,"","",species_level,132,18,68,12,8
SU_S03_P01,Hermannia stellulata,1,Forb,mf (Messy forb),23,39,10,Absent,,stems,Macro,low,Not cagey,,"",19,"",Summerplace,SU_S01,12:45,02/03/2024,"Sunny, some clouds",Cattle dung nearby,Flat,10,0,30,100,290,440,"","",species_level,132,16,68,12,7
SU_S05_P04,Hermannia stellulata,1,Forb,mf (Messy forb),19,42,17,Absent,,stems,Macro,low,Not cagey,,"",11,"",Summerplace,SU_S05,14:45,03/03/2024,"Sunny, some clouds ",Droppings nearby,Flat,40,0,100,240,260,320,"","",species_level,132,15,67,12,8
DA_S03_P01,Hermannia stellulata,2,Forb,cf (Creeping forb),6,39,18,Absent,,stems,Macro,low,Not cagey,,"",,"",Dabchick,DA_S03,12:16,06/03/2024,"Hot, sunny, windy",Old droppings nearby,Flat,70,0,60,300,373,360,"","",species_level,145,20,51,10,6
DA_S03_P02,Hermannia stellulata,10,Forb,cf (Creeping forb),15,76,68,Absent,,both,Macro,medium,Not cagey,,"",9,"",Dabchick,DA_S03,13:15,06/03/2024,"Hot, sunny, windy",Old droppings in plot,Flat,50,0,70,80,310,100,"","",species_level,145,20,51,10,8
DA_S03_P04,Hermannia stellulata,1,Forb,cf (Creeping forb),9,18,10,Absent,,both,Macro,medium,Not cagey,,"",,"",Dabchick,DA_S03,15:05,06/03/2024,"Sunny, some clouds",Old droppings,Flat,70,0,90,140,190,200,"","",species_level,145,15,51,10,6
DA_S02_P05,Hermannia stellulata,2,Forb,cf (Creeping forb),10,29,28,Absent,,both,Macro,low,Not cagey,0.3,3,9,"",Dabchick,DA_S02,10:31,06/03/2024,"Sunny, windy",Old droppings in plot,Flat,20,0,20,50,230,80,"","",species_level,145,20,43,13,9
DA_S03_P05,Hermannia stellulata,1,Forb,cf (Creeping forb),10,24,13,Absent,,both,Macro,low,Not cagey,,"",8,"",Dabchick,DA_S03,15:44,06/03/2024,"Hot, sunny, some clouds",Old droppings in plot,Flat,65,0,170,30,770,410,"","",species_level,145,18,51,10,6
AN_S05_P02,Hermannia stellulata,5,Forb,cf (Creeping forb),7,35,18,Absent,,both,Macro,low,Not cagey,,"",2,"",Ant's Farm,AN_S05,13:22,11/03/2024,"Hot, sunny, windy",No obvious signs,Flat,70,0,40,53,300,92,"",Very sandy soil,species_level,136,23,55,11,8
MA_S04_P03,Hermannia stellulata,1,Forb,cf (Creeping forb),22,61,59,Absent,,both,Macro,low,Not cagey,,"",20,"",Marakele,MA_S04,13:18,25/03/2024,"Mostly cloudy, some sun",Small antelope droppings next to plot,Flat,50,0,85,70,390,255,ECO_49,"",species_level,97,15,37,11,8
LA_S01_P03,Heteropogon contortus,15,Graminoid,at (Angry tussock graminoid),71,15,12,Absent,,Absent,Thin linear,low,Not cagey,,"",74,"",Lapalala,LA_S01,14:23,15/02/2024,"Sunny, no clouds","",Flat,5,40,150,260,125,210,ECO_01,shaded,species_level,88,8,32,12,5
LA_S03_P04,Heteropogon contortus,25,Graminoid,rt (Relaxed tussock graminoid),25,20,15,Absent,,Absent,Thick linear,medium,Not cagey,,"",80,"",Lapalala,LA_S03,"",17/02/2024,"Hot, cloudy",No obvious signs,Flat,25,0,180,,100,70,"",Next to huge termite digging activity. Shaded. Old rhino footprints.,species_level,88,21,45,11,8
LA_S03_P05,Heteropogon contortus,,Graminoid,rt (Relaxed tussock graminoid),25,25,25,Absent,,Absent,Thin linear,high,Not cagey,,"",75,"",Lapalala,LA_S03,16:30,17/02/2024,"Hot, cloudy","Tracks, elephant claws",Flat,10,0,110,70,130,370,"",Some giraffe spoor. 30% covered by tree-growing ochird.,species_level,88,11,45,11,5
JE_S02_P04,Heteropogon contortus,1,Graminoid,rt (Relaxed tussock graminoid),41,20,12,Absent,,Absent,Thin linear,high,Semi cagey,,"",83,"",Jembisa,JE_S02,12:47,22/02/2024,Sunny,"",Flat,40,0,100,130,460,300,"","",species_level,102,11,42,12,7
JE_S05_P04,Heteropogon contortus,1,Graminoid,rt (Relaxed tussock graminoid),12.5,4,4,"",,absent,Thin linear,low,Not cagey,,"",71,"",Jembisa,JE_S05,15:35,23/02/2024,Sunny,No obvious signs,Flat,50,0,90,80,250,100,"","Shaded, near a huge burrow",species_level,102,14,38,10,7
WI_S01_P03,Heteropogon contortus,5,Graminoid,at (Angry tussock graminoid),29,42,35,Absent,,leaves,Thin linear,extremely thick,Cagey,,"",71,"",Willowisp,WI_S01,10:00,24/02/2024,"Sunny, windy",No obvious signs,Flat,10,0,110,50,90,180,"","",species_level,108,20,58,11,10
SY_S02_P01,Heteropogon contortus,1,Graminoid,ug (Sparse upward graminoid),20,8,6,Absent,,absent,Thin linear,low,Not cagey,,"",58,"",Syringa Sands,SY_S02,7:22,28/02/2024,"Overcast, cold",Lots of small antelope droppings,Flat,20,10,70,135,1230,1640,"","",species_level,122,19,51,13,7
SY_S05_P02,Heteropogon contortus,5,Graminoid,at (Angry tussock graminoid),26,30,28,Absent,,absent,Thin linear,medium,Not cagey,,"",42,"",Syringa Sands,SY_S05,7:44,29/02/2024,Overcast,Large antelope droppings,Slightly sloped,10,2,325,25,672,152,"","",species_level,122,10,42,8,5
SU_S03_P02,Heteropogon contortus,1,Graminoid,ug (Sparse upward graminoid),32,6,5,Absent,,absent,Thin linear,low,Not cagey,,"",41,"",Summerplace,SU_S01,13:39,02/03/2024,Sunny,Some droppings,Flat,5,0,30,30,600,400,"","",species_level,132,15,68,12,7
SU_S03_P04,Heteropogon contortus,1,Graminoid,ug (Sparse upward graminoid),32,10,7,Absent,,absent,Thick linear,low,Not cagey,,"",74,"",Summerplace,SU_S01,14:55,02/03/2024,"Sunny, some clouds ",Antelope droppings,Flat,10,0,190,60,250,390,"","",species_level,132,15,68,12,6
SU_S05_P01,Heteropogon contortus,1,Graminoid,at (Angry tussock graminoid),19,6,5,Absent,,absent,Thin linear,low,Not cagey,,"",74,"",Summerplace,SU_S05,12:44,03/03/2024,"Sunny, hot",Droppings nearby,Flat,40,0,311,165,413,170,"","",species_level,132,12,67,12,5
SU_S05_P03,Heteropogon contortus,1,Graminoid,ug (Sparse upward graminoid),23,10,6,Absent,,absent,Thin linear,low,Not cagey,,"",39,"",Summerplace,SU_S05,13:58,03/03/2024,"Sunny, some clouds",Droppings nearby,Flat,75,0,115,191,119,101,ECO_25,"",species_level,132,13,67,12,5
SU_S04_P02,Heteropogon contortus,1,Graminoid,at (Angry tussock graminoid),15,20.5,11,Absent,,leaves,Thin linear,high,Semi cagey,,"",61,"",Summerplace,SU_S05,8:25,03/03/2024,Sunny,Browsing damage,Flat,30,0,20,70,410,30,"","",species_level,132,25,67,12,10
SU_S05_P05,Heteropogon contortus,5,Graminoid,at (Angry tussock graminoid),29,40,30,Absent,,leaves,Thin linear,extremely thick,Not cagey,,"",75,"",Summerplace,SU_S05,15:31,03/03/2024,Sunny,Large antelope and Zebra droppings in plot,Flat,55,0,110,60,330,100,"","",species_level,132,14,67,12,6
DA_S01_P01,Heteropogon contortus,5,Graminoid,rt (Relaxed tussock graminoid),22,20,12,Absent,,absent,Thin linear,medium,Not cagey,,"",71,"",Dabchick,DA_S01,13:05,05/03/2024,"Sunny, very windy ",Antelope droppings,Slightly sloped,30,15,60,20,108,80,"","",species_level,145,25,58,10,9
DA_S01_P03,Heteropogon contortus,2,Graminoid,rt (Relaxed tussock graminoid),16,12,6,Absent,,leaves,Thin linear,medium,Not cagey,,"",30,"",Dabchick,DA_S01,15:34,05/03/2024,"Sunny, very windy ",Old droppings everywhere,Flat,60,20,72,40,235,215,"","",species_level,145,18,58,10,6
DA_S02_P02,Heteropogon contortus,1,Graminoid,ug (Sparse upward graminoid),40,2,2,Absent,,leaves,Thin linear,low,Not cagey,,"",64,"",Dabchick,DA_S02,8:04,06/03/2024,"Sunny, windy ",Antelope droppings in plot,Flat,40,0,25,130,660,160,"","",species_level,145,19,43,13,9
DA_S02_P03,Heteropogon contortus,2,Graminoid,ug (Sparse upward graminoid),14,6,4,Absent,,leaves,Thin linear,low,Not cagey,,"",72,"",Dabchick,DA_S02,9:06,06/03/2024,"Sunny, windy",Antelope droppings in plot,Flat,55,0,122,258,390,498,"","",species_level,145,18,43,13,6
DA_S04_P02,Heteropogon contortus,2,Graminoid,at (Angry tussock graminoid),51,33,31,Absent,,absent,Thin linear,medium,Not cagey,,"",113,"",Dabchick,DA_S04,7:55,07/03/2024,Overcast,Old droppings in plot,Flat,50,0,63,57,99,140,"",Very sandy soil,species_level,145,14,34,8,7
DA_S05_P03,Heteropogon contortus,2,Graminoid,ug (Sparse upward graminoid),8,19,12,Absent,,leaves,Thin linear,low,Not cagey,,"",54,"",Dabchick,DA_S05,13:09,07/03/2024,Mostly cloudy,"Fresh buffalo dung, heavily browsed",Slightly sloped,25,35,160,370,630,1040,ECO_30,"",species_level,145,22,55,12,8
AN_S03_P03,Heteropogon contortus,2,Graminoid,rt (Relaxed tussock graminoid),43,56,45,Absent,,absent,Thin linear,extremely thick,Not cagey,,"",92,"",Ant's Farm,AN_S03,13:46,10/03/2024,"Sunny, hot",Antelope droppings in plot,Slightly sloped,20,20,105,95,230,250,ECO_33,"",species_level,136,19,53,12,9
AN_S05_P02,Heteropogon contortus,1,Graminoid,rt (Relaxed tussock graminoid),8,10,5,Absent,,leaves,Thin linear,low,Not cagey,,"",32,"",Ant's Farm,AN_S05,13:22,11/03/2024,"Hot, sunny, windy",No obvious signs,Flat,70,0,40,53,300,92,"",Very sandy soil,species_level,136,23,55,11,8
AN_S05_P03,Heteropogon contortus,1,Graminoid,at (Angry tussock graminoid),18,16,5,Absent,,leaves,Thin linear,medium,Not cagey,,"",70,"",Ant's Farm,AN_S05,"",11/03/2024,"Hot, sunny, windy",Antelope droppings nearby,Flat,60,0,89,60,30,140,ECO_35,Very sandy soil,species_level,136,15,55,11,8
SW_S02_P02,Heteropogon contortus,1,Graminoid,ug (Sparse upward graminoid),8,6,4,Absent,,leaves,Thin linear,medium,Not cagey,,"",,Heavily browsed,Swebeswebe,SW_S02,8:39,20/03/2024,Sunny,Browsing damage,Flat,30,30,150,68,269,536,"",Sloped and rocky surrounding plot,species_level,91,6,36,9,4
SW_S02_P05,Heteropogon contortus,1,Graminoid,rt (Relaxed tussock graminoid),20,32,19,Absent,,absent,Thin linear,high,Not cagey,,"",,"",Swebeswebe,SW_S02,11:02,20/03/2024,Sunny,No obv signs,Flat,50,20,50,180,110,130,"","Semi- shaded, sloped and rocky surrounding plot",species_level,91,14,36,9,7
SW_S03_P03,Heteropogon contortus,2,Graminoid,ug (Sparse upward graminoid),15,12,7,Absent,,absent,Thin linear,low,Not cagey,,"",48,"",Swebeswebe,SW_S03,15:00,20/03/2024,"Hot, sunny",Old zebra dung,Flat,20,60,190,88,89,235,ECO_43,Between big rocks,species_level,91,7,23,9,4
MA_S02_P01,Heteropogon contortus,2,Graminoid,rt (Relaxed tussock graminoid),25,32,29,Absent,,leaves,Thin linear,medium,Not cagey,,"",66,"",Marakele,MA_S02,14:30,24/03/2024,"Hot, sunny",No obvious signs,Flat,15,0,45,50,490,475,"","",species_level,97,22,40,12,9
MA_S01_P02,Heteropogon contortus,5,Graminoid,rt (Relaxed tussock graminoid),19,39,29,Absent,,leaves,Thin linear,medium,Not cagey,,"",76,"",Marakele,MA_S01,11:04,24/03/2024,Sunny,No obvious signs,Flat,50,0,74,110,290,230,"","",species_level,97,15,44,10,7
MA_S02_P05,Heteropogon contortus,5,Graminoid,ug (Sparse upward graminoid),32,26,19,Absent,,leaves,Thin linear,medium,Not cagey,,"",70,"",Marakele,MA_S02,17:17,24/03/2024,Sunny,No obvious signs,Flat,10,0,340,250,760,140,"","",species_level,97,15,40,12,5
MA_S01_P03,Heteropogon contortus,15,Graminoid,lg (Large graminoid),41,29,27,Absent,,absent,Thick linear,high,Semi cagey,,"",85,"",Marakele,MA_S01,12:04,24/03/2024,"Sunny, windy ",No obvious signs,Flat,25,0,99,90,370,380,ECO_46,"",species_level,97,18,44,10,8
MA_S01_P04,Heteropogon contortus,35,Graminoid,rt (Relaxed tussock graminoid),32,39,25,Absent,,absent,Thin linear,high,Semi cagey,,"",92,"",Marakele,MA_S01,12:57,24/03/2024,"Hot, windy",No obvious signs,Flat,25,0,40,170,380,140,"","",species_level,97,13,44,10,7
MA_S03_P01,Heteropogon contortus,10,Graminoid,rt (Relaxed tussock graminoid),15,19,10,Absent,,absent,Thin linear,low,Not cagey,,"",87,"",Marakele,MA_S03,9:14,25/03/2024,Sunny,No obvious signs,Flat,25,0,230,370,360,960,"",lots of dead grass biomass,species_level,97,9,30,11,7
MA_S03_P02,Heteropogon contortus,30,Graminoid,rt (Relaxed tussock graminoid),23,32,27,Absent,,leaves,Thin linear,high,Semi cagey,,"",100,"",Marakele,MA_S03,9:46,25/03/2024,Sunny,"Warthog dung near plot, flattened grass, small antelope dung in plot",Flat,40,0,245,160,220,390,"","",species_level,97,10,30,11,5
MA_S03_P03,Heteropogon contortus,10,Graminoid,at (Angry tussock graminoid),28,25,17,Absent,,leaves,Thin linear,high,Semi cagey,,"",90,"",Marakele,MA_S03,10:18,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,25,0,50,110,250,120,ECO_48,"",species_level,97,18,30,11,9
MA_S04_P02,Heteropogon contortus,25,Graminoid,lg (Large graminoid),50,56,49,Absent,,absent,Thin linear,high,Not cagey,,"",110,"",Marakele,MA_S04,12:40,25/03/2024,Mostly cloudy,No obvious signs,Flat,20,0,90,115,880,300,"","",species_level,97,12,37,11,7
MA_S03_P04,Heteropogon contortus,20,Graminoid,at (Angry tussock graminoid),28,29,27,Absent,,leaves,Thin linear,high,Semi cagey,,"",88,"",Marakele,MA_S03,11:10,25/03/2024,"Sunny, hot",No obvious signs,Flat,40,0,200,150,650,130,"","",species_level,97,8,30,11,6
MA_S03_P05,Heteropogon contortus,10,Graminoid,ug (Sparse upward graminoid),40,30,21,Absent,,leaves,Thin linear,medium,Not cagey,,"",90,"",Marakele,MA_S03,11:29,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,20,0,310,80,300,100,"","",species_level,97,12,30,11,5
MA_S04_P05,Heteropogon contortus,5,Graminoid,rt (Relaxed tussock graminoid),30,20,20,Absent,,absent,Thin linear,high,Not cagey,,"",70,"",Marakele,MA_S04,14:40,25/03/2024,"Hot, sunny, some clouds",No obvious signs,Flat,30,0,96,110,600,970,"","",species_level,97,15,37,11,7
MA_S05_P04,Heteropogon contortus,1,Graminoid,rt (Relaxed tussock graminoid),20,28,26,Absent,,absent,Thin linear,medium,Semi cagey,,"",46,"",Marakele,MA_S05,11:17,26/03/2024,"Hot, sunny",No obvious signs,Flat,75,0,5,60,250,75,"",semi shaded,species_level,97,16,40,11,7
SY_S04_P04,Heteropyxis natalensis,40,Shrub,mss (Shrub multi-stemmed),102,130,121,Absent,,absent,Macro,extremely thick,Semi cagey,0.4,20+,,"",Syringa Sands,SY_S04,10:47,29/02/2024,Overcast,"","",10,0,100,257,785,890,"","",species_level,122,14,42,12,7
AN_S01_P04,Hibiscus calyphyllus,1,Forb,sf (Straight forb),16,5,5,Absent,,stems,Macro,medium,Not cagey,,"",,"",Ant's Farm,AN_S01,17:10,09/03/2024,Mostly cloudy,Zebra droppings,Flat,30,0,110,160,250,500,"","",species_level,136,19,47,10,4
AN_S01_P05,Hibiscus calyphyllus,1,Forb,sf (Straight forb),8,5,4,Absent,,stems,Macro,low,Not cagey,,"",,"",Ant's Farm,AN_S01,17:50,09/03/2024,Mostly cloudy,Rhino dung next to plot,Flat,40,0,50,90,250,240,"","",species_level,136,15,47,10,5
AN_S03_P05,Hibiscus calyphyllus,1,Forb,sf (Straight forb),15,9,9,Absent,,both,Macro,low,Not cagey,,"",15,"",Ant's Farm,AN_S03,15:16,10/03/2024,Sunny,Antelope droppings in plot,Flat,85,0,205,70,110,300,"","",species_level,136,13,53,12,5
AN_S02_P05,Hibiscus calyphyllus,1,Forb,sf (Straight forb),16,11,8.5,Absent,,both,Macro,medium,Not cagey,,"",16,"",Ant's Farm,AN_S02,10:40,10/03/2024,Sunny,"Antelope droppings, browser",Flat,50,0,60,140,556,100,"","",species_level,136,14,39,12,7
AN_S02_P04,Hibiscus calyphyllus,1,Forb,sf (Straight forb),7,5,2,Absent,,both,Macro,low,Not cagey,,"",,"",Ant's Farm,AN_S02,10:04,10/03/2024,Sunny,Antelope droppings nearby,Flat,65,0,82,128,193,261,"","",species_level,136,13,39,12,7
AN_S04_P05,Hibiscus calyphyllus,1,Forb,sf (Straight forb),39,12,9,Absent,,both,Macro,low,Not cagey,,"",34,"",Ant's Farm,AN_S04,11:00,11/03/2024,Sunny,"Buffalo dung in plot, heavy browsing damage ",Flat,20,0,100,60,160,240,"","",species_level,136,16,51,9,5
MA_S02_P04,Hibiscus calyphyllus,1,Forb,sf (Straight forb),14,9,6,Absent,,both,Macro,medium,Not cagey,,"",,"",Marakele,MA_S02,16:44,24/03/2024,Sunny,Warthog dung in plot,Flat,40,0,108,98,320,230,"","",species_level,97,16,40,12,8
MA_S03_P01,Hibiscus calyphyllus,1,Forb,sf (Straight forb),13,12,10,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,9:14,25/03/2024,Sunny,No obvious signs,Flat,25,0,230,370,360,960,"",lots of dead grass biomass,species_level,97,9,30,11,7
MA_S04_P03,Hibiscus calyphyllus,1,Forb,rf (Round forb),2,2,1,Absent,,both,Micro,high,Not cagey,,"",,"",Marakele,MA_S04,13:18,25/03/2024,"Mostly cloudy, some sun",Small antelope droppings next to plot,Flat,50,0,85,70,390,255,ECO_49,"",species_level,97,15,37,11,8
MA_S05_P02,Hibiscus calyphyllus,1,Forb,rf (Round forb),25,12,9,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S05,9:22,26/03/2024,Sunny,No obvious signs,Flat,80,0,80,40,180,165,"","",species_level,97,11,40,11,7
DA_S01_P02,Hibiscus cannabinus,1,Forb,sf (Straight forb),38,11,8,Absent,,both,Macro,medium,Not cagey,,"",38.5,"",Dabchick,DA_S01,14:23,05/03/2024,"Sunny, very windy ",Old droppings,Slightly sloped,65,15,84,88,534,136,"","",species_level,145,23,58,10,7
DA_S01_P05,Hibiscus cannabinus,1,Forb,sf (Straight forb),32,7,6,Absent,,stems,Macro,medium,Not cagey,,"",32.5,"",Dabchick,DA_S01,17:14,05/03/2024,"Overcast, thunder",Buffalo droppings on plot,Flat,70,5,10,40,310,150,"","",species_level,145,18,58,10,5
WI_S01_P02,Hibiscus physaloides,1,Forb,sf (Straight forb),22.5,7,5.5,Absent,,stems,Macro,low,Not cagey,,"",21.5,"",Willowisp,WI_S01,9:02,24/02/2024,"Sunny, windy",No obvious signs,Flat,10,0,710,450,1000,710,"","",species_level,108,19,58,11,6
AN_S04_P03,Hibiscus physaloides,1,Forb,sf (Straight forb),18,11,9,Absent,,both,Macro,low,Not cagey,,"",18,"",Ant's Farm,AN_S04,9:18,11/03/2024,Sunny,"Zebra droppings nearby, browsing damage ",Flat,30,10,30,56,140,77,ECO_34,Very sandy soil,species_level,136,18,51,9,6
AN_S04_P04,Hibiscus physaloides,1,Forb,sf (Straight forb),15,5.5,4,Absent,,both,Macro,low,Not cagey,,"",15,"",Ant's Farm,AN_S04,10:20,11/03/2024,Sunny,Old antelope droppings,Flat,40,0,70,270,320,232,"",Very sandy soil,species_level,136,13,51,9,6
SW_S05_P03,Hibiscus pusillus,1,Forb,cf (Creeping forb),18,20,9,Absent,,stems,Macro,low,Not cagey,,"",,"",Swebeswebe,SW_S05,12:55,21/03/2024,Mostly cloudy,Heavy browsing damage,Flat,60,0,65,254,188,80,ECO_45,"",species_level,91,12,34,12,7
MA_S02_P04,Hibiscus pusillus,1,Forb,sf (Straight forb),24,4,3,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S02,16:44,24/03/2024,Sunny,Warthog dung in plot,Flat,40,0,108,98,320,230,"","",species_level,97,16,40,12,8
MA_S01_P02,Hibiscus pusillus,2,Forb,sf (Straight forb),27,8,5,Absent,,stems,Macro,low,Not cagey,,"",27,"",Marakele,MA_S01,11:04,24/03/2024,Sunny,No obvious signs,Flat,50,0,74,110,290,230,"","",species_level,97,15,44,10,7
MA_S02_P05,Hibiscus pusillus,1,Forb,sf (Straight forb),16,10,9,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S02,17:17,24/03/2024,Sunny,No obvious signs,Flat,10,0,340,250,760,140,"","",species_level,97,15,40,12,5
MA_S03_P02,Hibiscus pusillus,1,Forb,rf (Round forb),23,9,7,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S03,9:46,25/03/2024,Sunny,"Warthog dung near plot, flattened grass, small antelope dung in plot",Flat,40,0,245,160,220,390,"","",species_level,97,10,30,11,5
MA_S04_P02,Hibiscus pusillus,1,Forb,sf (Straight forb),9,5,5,Absent,,both,Macro,low,Not cagey,,"",,"",Marakele,MA_S04,12:40,25/03/2024,Mostly cloudy,No obvious signs,Flat,20,0,90,115,880,300,"","",species_level,97,12,37,11,7
MA_S03_P05,Hibiscus pusillus,1,Forb,rf (Round forb),15,8,8,Absent,,both,Macro,medium,Not cagey,,"",,"",Marakele,MA_S03,11:29,25/03/2024,"Sunny, some clouds",No obvious signs,Flat,20,0,310,80,300,100,"","",species_level,97,12,30,11,5
